name,price_x,release_date,review_no,review_type,tags,description,Release_date,releasedate,copiessold,price_y,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
KAMITSUBAKI CITY ENSEMBLE,3.99,2024-08-28,690.0,Mixed,"Adventure,Music,Casual,Rhythm,Action,Anime,Female Protagonist,Emotional,Indie,Story Rich,Atmospheric,Sci-fi,Sports,Singleplayer","""KAMITSUBAKI CITY ENSEMBLE"" is a rhythm game in which AI girls who were awoken after the apocalypse use special song magic to create melodies with you, in an effort to restart the world. How did the destruction happen? Why do these girls exist? All answers will be revealed...when the music stops.",2024-08-28,28-08-2024,17421.0,3.99,57163.0,3.618618537414159,62.0,Indie,"KAMITSUBAKI STUDIO,Studio Lalala","KAMITSUBAKI STUDIO,Studio Lalala",2581050.0
KAMITSUBAKI CITY ENSEMBLE - Season Pass 2024,39.99,2024-08-28,10.0,Positive,"Adventure,Casual,Action,Sports,Indie,Music,Rhythm,Anime,Female Protagonist,Emotional,Atmospheric,Story Rich,Sci-fi,Singleplayer",The best way to get your hands on every bonus track releasing in 2024! Season Pass owners will also receive 5 exclusive songs!,2024-08-28,,,,,,,,,,
KAMLA,4.49,2024-05-07,121.0,Very Positive,"Dark,First-Person,Horror,Demons,Action-Adventure,Atmospheric,Controller,Action,Stealth,Adventure,Singleplayer,Survival Horror,3D,Thriller,Linear,Ambient,Multiplayer,Puzzle,Lore-Rich,Blood","Find a way out of an old mansion as a priest, you have been tasked to exorcise a woman who has been possessed. Solve puzzles and complete objectives to cure her demonic possession in this SURVIVAL HORROR experience.",2024-05-07,07-05-2024,4750.0,7.99,25205.0,3.201889765586553,93.0,Indie,Mad-Mantra Games,Mad-Mantra Games,2585270.0
KAMUI,4.49,2014-12-11,122.0,Very Positive,"Indie,Action,Shoot 'Em Up,Great Soundtrack,Bullet Hell,Shooter,Singleplayer","Centuries have passed since the events of RefleX and mankind has once again attained civilization. Now, ancient technology born of a twisted mind sets in motion a chain of events designed to bring divine retribution down upon mankind. The key to bring forth the annihilation is KAMUI, a fighter craft based on ‘Xaffiquel Theory” brain fusion technology. This twin-tined instrument of mankind's destruction carries a terrible secret that ironically will prove to be mankind’s only hope for salvation.",2014-12-11,,,,,,,,,,
KF2 - Season Pass 2022,8.19,2022-06-14,90.0,Mixed,"Action,Violent,Gore",Expand your repertoire of Zed destruction in Killing Floor 2 with the Armory Season Pass 2! The most dosh-efficient way to gain immediate access to all six weapons released in 2022 and both weapons released in 2023.,2022-06-14,,,,,,,,,,
KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,31.04,2024-06-13,4252.0,Mostly Positive,"Action,Adventure,RPG,JRPG,Action-Adventure,Emotional,Great Soundtrack,3D,Fantasy,Colorful,Story Rich,Singleplayer,Magic,Cute,Atmospheric,Anime,Character Action Game,Action RPG,Classic,Hack and Slash",KINGDOM HEARTS -HD 1.5+2.5 ReMIX- is an HD remastered collection of 6 unforgettable KINGDOM HEARTS experiences. Take up your Keyblade to save the Disney worlds from darkness.,2024-06-13,13-06-2024,212325.0,49.99,6828446.0,30.27494811660254,0.0,AA,Square Enix,Square Enix,2552430.0
KINGDOM HEARTS HD 2.8 Final Chapter Prologue,37.94,2024-06-13,204.0,Very Positive,"Action,Adventure,RPG,Action RPG,JRPG,Singleplayer,3D,Action-Adventure,Atmospheric,Character Action Game,Colorful,Emotional,Cute,Fantasy,Magic,Story Rich,Great Soundtrack","KINGDOM HEARTS HD 2.8 Final Chapter Prologue features 3 magical experiences, all leading up to KINGDOM HEARTS III.",2024-06-13,13-06-2024,12254.0,59.99,467421.0,11.294433700423134,80.0,AA,Square Enix,Square Enix,2552440.0
KINGDOM HEARTS III + Re Mind (DLC),37.94,2024-06-13,697.0,Very Positive,"Action,Adventure,RPG,Singleplayer,3D,Action RPG,Action-Adventure,Emotional,Colorful,Atmospheric,JRPG,Character Action Game,Story Rich,Cute,Fantasy,Magic,Great Soundtrack","KINGDOM HEARTS III + Re Mind (DLC) brings one chapter of the series to a close. Travel to exciting new Disney and Pixar worlds, and prepare for the final showdown.",2024-06-13,13-06-2024,38501.0,59.99,1535628.0,19.640717962918703,93.0,AA,Square Enix,Square Enix,2552450.0
KINGDOM of the DEAD,7.49,2022-02-10,256.0,Very Positive,"Boomer Shooter,Indie,Horror,FPS,Survival Horror,Hand-drawn,Noir,Action,First-Person,Adventure,Underground,Lovecraftian,Singleplayer,Comic Book,Stylized,Action-Adventure,Combat,3D,Gore,Violent",Immerse yourself in a dreadful hand-drawn horror world and push Death’s armies back to the underworld!,2022-02-10,,,,,,,,,,
"KOF XV DLC Character ""KIM KAPHWAN""",2.74,2023-04-04,14.0,Positive,Action,"[Product Contents]

""KIM KAPHWAN"" can be used in THE KING OF FIGHTERS XV.",2023-04-04,,,,,,,,,,
"KOF XV DLC Character ""SHINGO YABUKI""",2.74,2023-01-17,22.0,Positive,Action,"[Product Contents]

""SHINGO YABUKI"" can be used in THE KING OF FIGHTERS XV.",2023-01-17,,,,,,,,,,
"KOF XV DLC Character ""SYLVIE PAULA PAULA""",2.74,2023-05-16,13.0,Positive,Action,"[Product Contents]

""SYLVIE PAULA PAULA"" can be used in THE KING OF FIGHTERS XV.",2023-05-16,,,,,,,,,,
"KOF XV DLC Characters ""Team AWAKENED OROCHI""",2.45,2022-08-08,17.0,Mostly Positive,Action,"[Product Contents]

- Orochi Yashiro, Orochi Shermie, and Orochi Chris of ""Team AWAKENED OROCHI"" can be used in THE KING OF FIGHTERS XV.",2022-08-08,,,,,,,,,,
"KOF XV DLC Characters ""Team SAMURAI""",2.45,2022-10-04,109.0,Mixed,Action,"[Product Contents]

- Haohmaru, Nakoruru, and Darli Dagger of ""Team SAMURAI"" can be used in THE KING OF FIGHTERS XV.",2022-10-04,,,,,,,,,,
KOF XV Fighter Pass,7.49,2023-01-17,44.0,Positive,Action,"[Product Contents]

- KOF XV DLC Character ""SHINGO YABUKI""

- KOF XV DLC Character ""KIM KAPHWAN""

- KOF XV DLC Character ""SYLVIE PAULA PAULA""

- KOF XV DLC Character ""NAJD""

- KOF XV DLC Character ""DUO LON""

- KOF XV DLC Character ""HINAKO SHIJO""",2023-01-17,,,,,,,,,,
KONOSUBA - God's Blessing on this Wonderful World! Love For These Clothes Of Desire!,,,,,,,,07-02-2024,3261.0,49.99,133582.0,11.676291704663813,90.0,Indie,PQube,MAGES. Inc.,2349140.0
KRITIKA: ZERO,,,,,,,,18-07-2024,5464.0,0.0,72154.0,22.60248534969474,50.0,Indie,株式会社G・O・P,VALOFE,3007020.0
KUBOOM,0.0,2016-10-07,3683.0,Mixed,"Free to Play,Action,Multiplayer,FPS,Shooter,First-Person,Psychological Horror,Adventure,Indie,Pixel Graphics,Casual,Massively Multiplayer,Parkour,Singleplayer,Survival,Gore,Funny,Open World,Memes,Horror",Cross-platform hurricane online 3D Shooter,2016-10-07,,,,,,,,,,
KUNAI,7.49,2020-02-06,396.0,Mostly Positive,"Indie,Action,Adventure,Metroidvania,Platformer,Great Soundtrack,Pixel Graphics,2D,Ninja,Singleplayer,Side Scroller,Hack and Slash,Cute,Post-apocalyptic,Parkour,Open World,Exploration,Casual,Atmospheric,Fantasy","KUNAI is a quirky, fast-paced action platformer. You play as Tabby, a tablet who joins the fight against a robot uprising. Use your kunai and ninja parkour skills to stop Lemonkus, the A.I.-gone-evil that almost wiped out all human life.",2020-02-06,,,,,,,,,,
KUNKUN Defender,1.13,2024-05-03,608.0,Overwhelmingly Positive,"Horror,Psychological Horror,Survival Horror,FPS,Tower Defense,Roguelike,Action Roguelike,Action,Shooter,Arcade,Top-Down Shooter,Shoot 'Em Up,Idler,Clicker,Hero Shooter,3D,Zombies,Survival,Singleplayer,Third Person",KUNKUN Defender is an FPS + tower defense game where players need to resist zombie invasions in different regions affected by a virus outbreak until a helicopter comes for rescue.,2024-05-03,02-05-2024,24898.0,2.99,52877.0,2.503987080889346,98.0,Indie,Seal,Seal,2902540.0
KUUKIYOMI: Consider It! ONLINE,2.49,2022-06-20,16.0,Mixed,"Multiplayer,Online Co-Op,Space,2D,Funny,Action,Co-op,Casual,PvP,Sci-fi,Cartoony,Hand-drawn,Comic Book,Comedy,Parody ,Dark Humor,Early Access,Indie,Atmospheric,Trivia","One, two, all together.

Now KUUKIYOMI with everyone in the world.",2022-06-20,,,,,,,,,,
Kakuriyo Village ~Moratorium of Adolescence~,,,,,,,,21-03-2024,5302.0,24.99,102837.0,3.703153793078795,85.0,Indie,BokiBoki Games,I'm moralist,2326590.0
Kalimba,9.99,2015-04-22,438.0,Very Positive,"Casual,Action,Local Co-Op,Puzzle Platformer,Difficult,Platformer","Jump, switch and fly your way through mind-bending subterranean puzzles in this stunning new platforming adventure from the award-winning Press Play! ",2015-04-22,,,,,,,,,,
Kalinur,1.29,2022-08-18,432.0,Very Positive,"Action,Adventure,Platformer,Exploration,Metroidvania,2D Platformer,2D,Pixel Graphics,Demons,Swordplay,Fantasy,Dark Fantasy,Medieval,Retro,Combat,Controller,Indie,Nonlinear,Singleplayer",Defeat the mage Kalinur and bring peace back to the kingdom in this mini metroidvania with a lot of action.,2022-08-18,,,,,,,,,,
Kalpa of Sword,,,,,,,,31-01-2024,207970.0,0.0,606780.0,28.111487732646168,0.0,Indie,Orienjoy,孤帆工作室,2739600.0
Kamaeru: A Frog Refuge,,,,,,,,08-06-2024,3805.0,19.99,62891.0,5.384590955417545,88.0,Indie,Armor Games Studios,Humble Reeds,1978150.0
Kamikaze Lassplanes,7.37,2024-08-30,13.0,Positive,"Visual Novel,Romance,Shoot 'Em Up,Mystery,Choose Your Own Adventure,Dating Sim,Drama,Choices Matter,Emotional,Atmospheric,Story Rich,Text-Based,Multiple Endings,Action,2D,Anime,Shooter,Singleplayer,Adventure,Steampunk",Fly and fall for powerful Lassplanes! Discover a hand-crafted anime VN with story-driven arcade shoot-'em-up gameplay. Take part in a romantic story with drama and comedic elements set in a steampunk Kingdom filled with magic and torn by a brutal war. Decide the fate of your country and heart.,2024-08-30,,,,,,,,,,
Kandagawa Jet Girls,3.14,2020-08-25,309.0,Very Positive,"Racing,Anime,Sexual Content,Character Customization,Action,Female Protagonist,Story Rich,Nudity,Cute","From the creators of SENRAN KAGURA, the future's wettest and wildest new sport is here! Join one of seven teams and race through Tokyo's waterways on futuristic jet machines, using water weapons to blow your opponents back onto dry land!",2020-08-25,,,,,,,,,,
Kane & Lynch 2: Dog Days,5.49,2010-08-17,5908.0,Mixed,"Action,Co-op,Crime,Third-Person Shooter,Violent,Shooter,Third Person,Atmospheric,Mature,Multiplayer,Singleplayer,Short,Heist,Nudity,Story Rich,Adventure,Local Co-Op,Great Soundtrack,Open World,Psychological Horror","Pure adrenaline of non-stop action in Single Player, Online Co-op and Multiplayer.  Double the pleasure and mayhem with new multiplayer DLCs! (click for details)",2010-08-17,,,,,,,,,,
Kanna Maze,,,,,,,,15-05-2024,8150.0,3.99,23718.0,3.6680798219231856,89.0,Indie,致意,致意,2876250.0
Kanon,,,,,,,,19-06-2024,1786.0,29.99,43678.0,12.337163860694352,98.0,Indie,VISUAL ARTS,VISUAL ARTS/Key,2850310.0
Kao the Kangaroo (2000 re-release),1.99,2023-04-27,278.0,Mostly Positive,"Action,Adventure,Platformer,Action-Adventure,Arcade,Runner,Exploration,3D Platformer,Precision Platformer,Colorful,Stylized,Boxing,Family Friendly,Nature,Funny,Linear,Combat,Singleplayer,3D,Classic","Kao the Kangaroo is a 3D adventure game, first released in 2000. More than 30 levels, numerous funny characters, adjustable difficulty, and demanding gameplay attracted not only young players, but also offered pleasant entertainment for more advanced players.",2023-04-27,,,,,,,,,,
Kao the Kangaroo - Bend the Rooles,7.99,2023-05-04,19.0,Mixed,"Action,Adventure,Casual,Platformer,Comedy,Arcade,Funny,Singleplayer,3D,Cartoony,Colorful,Cute,Family Friendly,3D Platformer,Collectathon,Combat,Retro,Action-Adventure","“Bend the Roo'les” features 5 new levels, each with their own unique twist on the formula of Kao The Kangaroo: new perspectives, a retro-inspired design, and the continuation of Kao versus the Eternal World!",2023-05-04,,,,,,,,,,
Kao the Kangaroo: Mystery of the Volcano (2005 re-release),1.99,2023-04-27,165.0,Mixed,"Action,Adventure,Platformer,Casual,Arcade,3D Platformer,Runner,Precision Platformer,3D,Colorful,Cute,Boxing,Relaxing,Funny,Linear,Singleplayer","Kao the Kangaroo: Mystery of the Volcano is a third installment of the epic Kao the Kangaroo 3D platformer series where the player takes control of a brave Kao, who embarks on a journey to save his homeland from an erupting volcano. Help him succeed!",2023-04-27,,,,,,,,,,
Kao the Kangaroo: Round 2 (2003 re-release),1.99,2019-06-01,2447.0,Overwhelmingly Positive,"Adventure,3D Platformer,Action,Casual,Platformer,Classic,Singleplayer,Racing,Funny,Cute,Family Friendly,Indie,Collectathon,Cult Classic,Souls-like,Action-Adventure","Let’s bring back all the good memories of the incredible, brave and lovely Kao the Kangaroo. Immerse yourself in a classic 3D action-adventure platformer where Kao runs, jumps, and fights lots of enemies.",2019-06-01,,,,,,,,,,
Karateka,2.49,2012-12-03,168.0,Mostly Positive,"Action,Indie,Strategy,Remake,Fighting,Martial Arts,Rhythm,Arcade,Classic,Side Scroller,Retro,3D Fighter,1980s,Cult Classic,Colorful,3D,Anime,Old School,Combat,Great Soundtrack","From PRINCE OF PERSIA creator Jordan Mechner, the original side-scrolling karate classic comes to Steam with art by Jeff Matsuda (The Batman) and music by Grammy-winning composer Christopher Tin (CIVILIZATION IV).",2012-12-03,,,,,,,,,,
KarmaZoo,5.49,2023-11-14,865.0,Very Positive,"Action,Casual,Platformer,Puzzle,2D Platformer,Puzzle Platformer,2D,Cartoony,Colorful,Cute,Multiplayer,Family Friendly,Stylized,Controller,Co-op,Singleplayer,Online Co-Op,Co-op Campaign,Party Game,Experimental","Share the love and die trying! KarmaZoo is a joyful, altruistic, cooperative platformer where up to 10 random players help each other with the unique abilities of 50 different characters - all for the sake of good Karma.",2023-11-14,,,,,,,,,,
Karnage Chronicles,8.49,2020-07-31,1150.0,Very Positive,"VR,Hack and Slash,Loot,RPG,Adventure,Action,Co-op,Action RPG,Co-op Campaign,Action-Adventure,Inventory Management,Fantasy,Nudity,Archery,Swordplay,Dungeon Crawler,First-Person,Singleplayer,PvE,3D",A true VR Action RPG built from ground up to fully immerse you in what VR has to offer.,2020-07-31,,,,,,,,,,
Karos,0.0,2014-12-24,996.0,Mixed,"Free to Play,RPG,Massively Multiplayer,MMORPG,Action,Open World,Multiplayer,Adventure,Action RPG,FPS,Fantasy,Gore,Female Protagonist,Strategy RPG,CRPG,Choose Your Own Adventure,3D,Demons,Dragons,Magic","A mysterious sorceress, a stern swordsman, or a cheerful gunner - which path in the world of Azmara will you choose? Join the thousands of heroes who have already discovered this easy-to-learn and low-hardware MMORPG! Look around as you walk out of the city - the enemy can be anywhere!",2014-12-24,,,,,,,,,,
Katamari Damacy REROLL,19.99,2018-12-07,4176.0,Very Positive,"Great Soundtrack,Casual,Colorful,Surreal,Classic,Cute,Action,Funny,Singleplayer,Family Friendly,Comedy,Puzzle,Remake,Relaxing,Cult Classic,Arcade,Controller,Local Multiplayer,Third Person,Difficult","The beloved roll-em-up game returns with fully updated graphics, completely recreated cutscenes and in full HD!",2018-12-07,,,,,,,,,,
Katana ZERO,4.19,2019-04-18,59081.0,Overwhelmingly Positive,"Pixel Graphics,Action,Great Soundtrack,Story Rich,Platformer,Cyberpunk,2D Platformer,Indie,2D,Hack and Slash,Fast-Paced,Violent,Difficult,Singleplayer,Time Manipulation,Ninja,Gore,Retro,Noir,Sci-fi","Katana ZERO is a stylish neo-noir, action-platformer featuring breakneck action and instant-death combat. Slash, dash, and manipulate time to unravel your past in a beautifully brutal acrobatic display.",2019-04-18,,,,,,,,,,
Katana ZERO Soundtrack,3.53,2020-12-06,87.0,Very Positive,"Action,Indie,2D,Pixel Graphics,Gore,Violent,Noir,Ninja,Great Soundtrack,Electronic Music,Singleplayer,Hack and Slash,Sci-fi,Fast-Paced,Story Rich,Time Manipulation,Retro,Difficult,Cyberpunk,Soundtrack","Katana ZERO is a stylish neo-noir, action-platformer featuring breakneck action and instant-death combat. Slash, dash, and manipulate time to unravel your past in a beautifully brutal acrobatic display with original music by LudoWic, Bill Kiley, Tunç Çakır, DJ Electrohead and Justin Stander.",2020-12-06,,,,,,,,,,
Kate's Test,2.99,2018-02-17,14.0,Mostly Positive,"Adventure,Action,RPG,RPGMaker,Nudity,Sexual Content,Cute,Anime,2D,NSFW,Female Protagonist,Hentai,Mature,Indie,Casual,Fantasy,Quick-Time Events",Help Kate solve puzzles and escape trouble as she learns to use her new body in this cute and lewd action adventure game.,2018-02-17,,,,,,,,,,
Kate: Collateral Damage,4.49,2021-10-23,61.0,Very Positive,"Action,Arcade,Beat 'em up,Roguelike,Hack and Slash,Shoot 'Em Up,Roguelite,Action Roguelike,Arena Shooter,3D,Colorful,Pixel Graphics,Isometric,Top-Down,Assassin,Cyberpunk,Combat,Procedural Generation,Perma Death,Singleplayer","You are Kate, a deadly assassin on a quest for revenge against the Yakuza crime boss that lethally poisoned you. Battle your way through the Tokyo criminal underground in this time-attack, action roguelike inspired by the Netflix film!",2021-10-23,,,,,,,,,,
